bar,direction,trigger,outcome
2025-05-21 13:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-22 sell=24850 buy=24350 credit=136.50
2025-05-22 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-29 sell=24650 buy=25150 credit=201.30
2025-05-22 14:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-29 sell=24600 buy=24100 credit=156.50
2025-05-26 10:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-29 sell=24950 buy=25450 credit=183.20
2025-05-27 11:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-29 sell=24850 buy=24350 credit=177.30
2025-05-27 12:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-05-29 sell=24900 buy=25400 credit=192.00
2025-05-27 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-05-29 sell=24850 buy=24350 credit=150.75
2025-05-29 10:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-05 sell=24750 buy=25250 credit=172.76
2025-05-29 15:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-05 sell=24800 buy=24300 credit=142.70
2025-05-30 10:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-05 sell=24750 buy=25250 credit=174.75
2025-06-02 10:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-05 sell=24650 buy=24150 credit=170.75
2025-06-03 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-05 sell=24650 buy=25150 credit=178.35
2025-06-03 10:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-05 sell=24750 buy=24250 credit=162.25
2025-06-03 10:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-05 sell=24650 buy=25150 credit=163.00
2025-06-04 14:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-05 sell=24650 buy=24150 credit=89.90
2025-06-05 12:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-12 sell=24800 buy=25300 credit=180.45
2025-06-06 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-12 sell=24800 buy=24300 credit=176.50
2025-06-10 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-12 sell=25100 buy=25600 credit=128.05
2025-06-10 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-12 sell=25150 buy=24650 credit=97.70
2025-06-11 13:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-12 sell=25150 buy=25650 credit=82.45
2025-06-12 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-19 sell=25150 buy=24650 credit=119.00
2025-06-12 09:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-19 sell=25100 buy=25600 credit=180.75
2025-06-13 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-19 sell=24650 buy=24150 credit=147.20
2025-06-13 14:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-19 sell=24650 buy=25150 credit=155.35
2025-06-16 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-19 sell=24800 buy=24300 credit=131.00
2025-06-16 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-19 sell=24700 buy=25200 credit=160.75
2025-06-16 10:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-19 sell=24850 buy=24350 credit=129.10
2025-06-17 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-19 sell=24900 buy=25400 credit=104.55
2025-06-18 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-19 sell=24900 buy=24400 credit=119.85
2025-06-18 10:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-19 sell=24850 buy=25350 credit=97.80
2025-06-19 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=24850 buy=24350 credit=141.15
2025-06-19 15:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-26 sell=24800 buy=25300 credit=164.45
2025-06-20 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=24850 buy=24350 credit=118.75
2025-06-23 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-26 sell=24950 buy=25450 credit=150.60
2025-06-23 10:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=24950 buy=24450 credit=124.15
2025-06-23 15:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-26 sell=24950 buy=25450 credit=147.60
2025-06-24 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=25250 buy=24750 credit=105.90
2025-06-24 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-26 sell=25150 buy=25650 credit=126.75
2025-06-24 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=25250 buy=24750 credit=95.65
2025-06-24 12:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-06-26 sell=25200 buy=25700 credit=139.40
2025-06-25 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-06-26 sell=25150 buy=24650 credit=85.65
2025-06-26 10:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-03 sell=25300 buy=25800 credit=185.55
2025-06-26 12:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-03 sell=25400 buy=24900 credit=131.95
2025-06-30 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-03 sell=25550 buy=26050 credit=154.85
2025-07-01 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-03 sell=25550 buy=25050 credit=114.55
2025-07-01 10:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-03 sell=25500 buy=26000 credit=119.25
2025-07-02 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-03 sell=25600 buy=25100 credit=85.15
2025-07-02 09:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-03 sell=25550 buy=26050 credit=80.10
2025-07-02 15:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-03 sell=25450 buy=24950 credit=67.40
2025-07-03 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-10 sell=25450 buy=25950 credit=151.20
2025-07-03 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-10 sell=25500 buy=25000 credit=118.65
2025-07-03 12:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-10 sell=25500 buy=26000 credit=146.70
2025-07-03 13:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-10 sell=25550 buy=25050 credit=128.80
2025-07-03 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-10 sell=25500 buy=26000 credit=153.85
2025-07-04 14:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-10 sell=25450 buy=24950 credit=129.15
2025-07-09 13:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-10 sell=25500 buy=26000 credit=92.90
2025-07-10 13:05:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-07-17 sell=25400 buy=25900 credit=136.70
2025-07-14 14:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-17 sell=25100 buy=24600 credit=98.80
2025-07-15 14:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-17 sell=25150 buy=25650 credit=94.25
2025-07-15 15:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-17 sell=25200 buy=24700 credit=54.55
2025-07-16 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-17 sell=25150 buy=25650 credit=79.45
2025-07-16 11:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-17 sell=25200 buy=24700 credit=74.45
2025-07-17 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-24 sell=25200 buy=25700 credit=123.40
2025-07-18 14:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-24 sell=25000 buy=24500 credit=99.80
2025-07-21 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-24 sell=24950 buy=25450 credit=103.30
2025-07-21 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-24 sell=25000 buy=24500 credit=112.95
2025-07-22 10:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-24 sell=25100 buy=25600 credit=76.95
2025-07-23 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-24 sell=25150 buy=24650 credit=67.40
2025-07-24 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-31 sell=25200 buy=25700 credit=123.85
2025-07-24 13:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-31 sell=25100 buy=24600 credit=109.55
2025-07-25 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-31 sell=24950 buy=25450 credit=120.50
2025-07-25 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-31 sell=25000 buy=24500 credit=132.55
2025-07-25 10:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-31 sell=24900 buy=25400 credit=129.30
2025-07-28 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-31 sell=24850 buy=24350 credit=112.70
2025-07-28 10:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-07-31 sell=24800 buy=25300 credit=117.30
2025-07-29 12:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-07-31 sell=24700 buy=24200 credit=69.75
2025-07-31 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-07 sell=24700 buy=25200 credit=141.20
2025-07-31 11:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-07 sell=24750 buy=24250 credit=126.00
2025-07-31 14:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-07 sell=24850 buy=25350 credit=154.10
2025-08-04 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-07 sell=24650 buy=24150 credit=127.65
2025-08-05 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-07 sell=24650 buy=25150 credit=115.50
2025-08-07 10:05:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-08-14 sell=24450 buy=24950 credit=157.55
2025-08-07 14:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-14 sell=24450 buy=23950 credit=124.00
2025-08-08 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-14 sell=24500 buy=25000 credit=161.40
2025-08-11 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-14 sell=24400 buy=23900 credit=90.10
2025-08-12 10:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-14 sell=24600 buy=25100 credit=129.20
2025-08-12 12:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-14 sell=24650 buy=24150 credit=82.20
2025-08-12 14:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-14 sell=24550 buy=25050 credit=95.90
2025-08-13 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-14 sell=24550 buy=24050 credit=50.15
2025-08-14 14:00:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-08-21 sell=24650 buy=24150 credit=104.00
2025-08-18 11:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-21 sell=24900 buy=25400 credit=144.45
2025-08-18 13:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-21 sell=24950 buy=24450 credit=103.70
2025-08-18 15:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-21 sell=24900 buy=25400 credit=118.50
2025-08-19 11:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-21 sell=24950 buy=24450 credit=76.80
2025-08-19 14:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-21 sell=24950 buy=25450 credit=82.60
2025-08-20 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-21 sell=25000 buy=24500 credit=67.90
2025-08-21 12:40:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-08-28 sell=25100 buy=24600 credit=87.95
2025-08-21 15:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-28 sell=25100 buy=25600 credit=130.50
2025-08-25 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-28 sell=24900 buy=24400 credit=73.10
2025-08-25 10:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-28 sell=24900 buy=25400 credit=104.70
2025-08-25 11:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-08-28 sell=24950 buy=24450 credit=64.75
2025-08-25 15:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-08-28 sell=24950 buy=25450 credit=94.35
2025-08-28 09:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-09-02 sell=24600 buy=25100 credit=129.25
2025-08-28 09:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-02 sell=24600 buy=24100 credit=101.30
2025-08-28 12:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-02 sell=24600 buy=25100 credit=122.85
2025-08-29 11:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-02 sell=24550 buy=24050 credit=77.05
2025-08-29 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-02 sell=24500 buy=25000 credit=95.40
2025-09-01 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-02 sell=24500 buy=24000 credit=51.70
2025-09-02 10:20:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-09-09 sell=24700 buy=24200 credit=81.10
2025-09-02 13:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-09 sell=24700 buy=25200 credit=141.40
2025-09-03 12:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-09 sell=24650 buy=24150 credit=109.30
2025-09-04 10:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-09 sell=24850 buy=25350 credit=119.15
2025-09-05 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-09 sell=24850 buy=24350 credit=95.25
2025-09-05 10:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-09 sell=24700 buy=25200 credit=115.90
2025-09-05 13:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-09 sell=24750 buy=24250 credit=81.05
2025-09-08 14:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-09 sell=24800 buy=25300 credit=99.30
2025-09-09 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-16 sell=24850 buy=24350 credit=89.15
2025-09-10 13:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-16 sell=24950 buy=25450 credit=129.10
2025-09-11 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-16 sell=25000 buy=24500 credit=92.75
2025-09-15 10:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-16 sell=25050 buy=25550 credit=89.20
2025-09-16 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-23 sell=25100 buy=24600 credit=92.05
2025-09-18 12:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-23 sell=25400 buy=25900 credit=100.20
2025-09-18 14:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-23 sell=25400 buy=24900 credit=55.55
2025-09-19 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-23 sell=25350 buy=25850 credit=89.80
2025-09-19 14:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-23 sell=25350 buy=24850 credit=53.75
2025-09-22 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-23 sell=25250 buy=25750 credit=74.20
2025-09-22 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-23 sell=25300 buy=24800 credit=53.60
2025-09-22 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-23 sell=25250 buy=25750 credit=85.80
2025-09-23 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-30 sell=25250 buy=24750 credit=94.50
2025-09-23 09:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=25150 buy=25650 credit=160.30
2025-09-23 12:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-30 sell=25200 buy=24700 credit=96.80
2025-09-23 15:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=25200 buy=25700 credit=150.00
2025-09-24 13:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-30 sell=25100 buy=24600 credit=67.05
2025-09-24 14:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=25050 buy=25550 credit=153.95
2025-09-29 09:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=24650 buy=25150 credit=138.95
2025-09-29 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-30 sell=24700 buy=24200 credit=48.55
2025-09-29 11:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=24700 buy=25200 credit=105.65
2025-09-29 13:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-09-30 sell=24700 buy=24200 credit=53.60
2025-09-29 15:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-09-30 sell=24600 buy=25100 credit=111.90
2025-09-30 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-07 sell=24700 buy=24200 credit=92.60
2025-09-30 10:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-07 sell=24600 buy=25100 credit=179.65
2025-10-01 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-07 sell=24700 buy=24200 credit=98.05
2025-10-03 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-07 sell=24800 buy=25300 credit=90.50
2025-10-03 14:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-07 sell=24850 buy=24350 credit=62.70
2025-10-07 09:15:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25100 buy=24600 credit=81.65
2025-10-07 11:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-14 sell=25100 buy=25600 credit=158.25
2025-10-07 13:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25200 buy=24700 credit=94.80
2025-10-07 14:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-14 sell=25150 buy=25650 credit=122.90
2025-10-08 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25150 buy=24650 credit=81.95
2025-10-08 10:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-14 sell=25100 buy=25600 credit=124.60
2025-10-08 13:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25100 buy=24600 credit=92.80
2025-10-08 15:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-14 sell=25050 buy=25550 credit=96.70
2025-10-09 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25100 buy=24600 credit=79.60
2025-10-13 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-14 sell=25200 buy=25700 credit=98.20
2025-10-13 14:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-14 sell=25250 buy=24750 credit=54.65
2025-10-14 09:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-20 sell=25200 buy=25700 credit=172.40
2025-10-14 14:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-20 sell=25150 buy=24650 credit=100.85
2025-10-17 09:30:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-10-20 sell=25600 buy=25100 credit=71.90
2025-10-17 12:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-20 sell=25700 buy=26200 credit=103.20
2025-10-17 14:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-20 sell=25750 buy=25250 credit=77.15
2025-10-20 12:40:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-10-28 sell=25850 buy=25350 credit=96.35
2025-10-23 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-10-28 sell=26000 buy=26500 credit=144.75
2025-10-27 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-10-28 sell=25850 buy=25350 credit=48.85
2025-10-28 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-04 sell=25950 buy=26450 credit=187.50
2025-10-28 12:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-04 sell=25950 buy=25450 credit=129.10
2025-10-28 14:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-04 sell=25850 buy=26350 credit=191.20
2025-10-28 15:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-04 sell=25900 buy=25400 credit=112.40
2025-10-30 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-04 sell=26000 buy=26500 credit=138.55
2025-10-31 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-04 sell=25950 buy=25450 credit=97.20
2025-10-31 10:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-04 sell=25850 buy=26350 credit=128.05
2025-11-03 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-04 sell=25750 buy=25250 credit=78.35
2025-11-04 09:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-11 sell=25700 buy=26200 credit=160.00
2025-11-06 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-11 sell=25650 buy=25150 credit=87.10
2025-11-06 10:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-11 sell=25550 buy=26050 credit=165.85
2025-11-06 12:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-11 sell=25600 buy=25100 credit=93.65
2025-11-06 13:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-11 sell=25500 buy=26000 credit=133.15
2025-11-07 11:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-11 sell=25400 buy=24900 credit=71.35
2025-11-10 15:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-11 sell=25600 buy=26100 credit=72.15
2025-11-11 11:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-18 sell=25550 buy=25050 credit=125.00
2025-11-12 15:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-18 sell=25850 buy=26350 credit=164.95
2025-11-13 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-18 sell=25900 buy=25400 credit=98.85
2025-11-13 13:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-18 sell=25950 buy=26450 credit=145.50
2025-11-14 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-18 sell=25900 buy=25400 credit=121.30
2025-11-14 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-18 sell=25750 buy=26250 credit=161.05
2025-11-14 10:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-18 sell=25850 buy=25350 credit=92.25
2025-11-14 13:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-18 sell=25750 buy=26250 credit=159.05
2025-11-14 15:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-18 sell=25900 buy=25400 credit=114.10
2025-11-18 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-25 sell=25950 buy=26450 credit=152.80
2025-11-18 11:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-25 sell=25950 buy=25450 credit=122.15
2025-11-18 15:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-25 sell=25900 buy=26400 credit=168.55
2025-11-19 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-25 sell=25950 buy=25450 credit=117.80
2025-11-21 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-25 sell=26150 buy=26650 credit=101.65
2025-11-21 12:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-25 sell=26150 buy=25650 credit=100.40
